DRG Definition,Provider Id,Provider Name,Provider Street Address,Provider City,Provider State,Provider Zip Code,Hospital Referral Region Description,Total Discharges,Average Covered Charges,Average Total Payments,Average Medicare Payments,Summary Level,State,State FIPS,Insured Males 18-25,Noninsured Males 18-25,Females 18-25 with Insurance,Females 18-25 without insurance
948 - SIGNS & SYMPTOMS W/O MCC,110177,DOCTORS HOSPITAL,3651 WHEELER ROAD,AUGUSTA,GA,30909,GA - Augusta,15,"25,412.86","4,417.13","3,821.93",40,GA,13,"332,222","150,431","365,087","127,014"
312 - SYNCOPE & COLLAPSE,120005,HILO MEDICAL CENTER,1190 WAIANUENUE AVENUE,HILO,HI,96720,HI - Honolulu,12,"15,684.16","7,123.00","6,185.00",40,HI,15,"52,312","7,891","53,557","5,430"
312 - SYNCOPE & COLLAPSE,130018,EASTERN IDAHO REGIONAL MEDICAL CENTER,3100 CHANNING WAY,IDAHO FALLS,ID,83404,ID - Idaho Falls,19,"14,013.15","4,626.15","3,271.36",40,ID,16,"57,401","19,836","58,865","16,575"
948 - SIGNS & SYMPTOMS W/O MCC,140258,ALEXIAN BROTHERS MEDICAL CENTER,800 W BIESTERFIELD RD,ELK GROVE VILLA,IL,60007,IL - Melrose Park,30,"19,545.26","3,957.33","3,170.26",40,IL,17,"482,287","134,031","515,428","93,635"
948 - SIGNS & SYMPTOMS W/O MCC,150125,COMMUNITY HOSPITAL,901 MACARTHUR BLVD,MUNSTER,IN,46321,IN - Munster,59,"14,293.33","4,044.88","3,398.50",40,IN,18,"255,338","74,975","266,344","58,550"
948 - SIGNS & SYMPTOMS W/O MCC,160069,MERCY MEDICAL CENTER-DUBUQUE,250 MERCY DRIVE,DUBUQUE,IA,52001,IA - Dubuque,19,"11,936.89","3,452.57","2,742.68",40,IA,19,"138,433","22,195","136,977","16,890"
948 - SIGNS & SYMPTOMS W/O MCC,170104,SHAWNEE MISSION MEDICAL CENTER,9100 W 74TH STREET,SHAWNEE MISSION,KS,66204,MO - Kansas City,54,"18,007.74","3,699.55","2,980.53",40,KS,20,"118,714","29,476","117,297","24,395"
948 - SIGNS & SYMPTOMS W/O MCC,180115,ROCKCASTLE REG HOSPITAL & RESPIRATORY CARE CTR,"145 NEWCOMB AVENUE, P O BOX 1310",MOUNT VERNON,KY,40456,KY - Lexington,14,"7,361.85","4,735.64","3,765.35",40,KY,21,"160,136","47,577","167,401","38,585"
948 - SIGNS & SYMPTOMS W/O MCC,190111,WILLIS KNIGHTON MEDICAL CENTER,2600 GREENWOOD ROAD,SHREVEPORT,LA,71103,LA - Shreveport,58,"16,960.82","3,995.31","3,114.06",40,LA,22,"157,150","66,874","178,096","53,227"
948 - SIGNS & SYMPTOMS W/O MCC,200024,CENTRAL MAINE MEDICAL CENTER,300 MAIN STREET,LEWISTON,ME,4240,ME - Portland,23,"9,648.30","4,612.26","3,545.08",40,ME,23,"46,375","10,982","48,145","7,532"
948 - SIGNS & SYMPTOMS W/O MCC,210051,DOCTORS'  COMMUNITY HOSPITAL,8118 GOOD LUCK ROAD,LANHAM,MD,20706,MD - Takoma Park,37,"5,707.05","5,364.64","4,681.02",40,MD,24,"229,283","43,452","240,337","33,030"
312 - SYNCOPE & COLLAPSE,220119,FAULKNER HOSPITAL,1153 CENTRE STREET,BOSTON,MA,2130,MA - Boston,83,"11,896.13","5,753.32","4,514.83",40,MA,25,"318,098","24,420","332,676","16,072"
312 - SYNCOPE & COLLAPSE,230241,ST JOHN RIVER DISTRICT HOSPITAL,4100 RIVER RD,EAST CHINA,MI,48054,MI - Detroit,27,"8,917.11","4,099.74","3,142.55",40,MI,26,"403,180","94,184","419,547","69,359"
312 - SYNCOPE & COLLAPSE,240101,ESSENTIA HEALTH ST MARYS,1027 WASHINGTON AVE,DETROIT LAKES,MN,56501,ND - Fargo/Moorhead MN,13,"11,771.30","6,120.00","5,077.53",40,MN,27,"217,254","36,302","222,793","25,112"
312 - SYNCOPE & COLLAPSE,250097,SOUTHWEST MS REGIONAL MEDICAL CENTER,215 MARION AV BOX 1307,MCCOMB,MS,39649,MS - Jackson,28,"8,996.50","4,463.28","3,541.42",40,MS,28,"100,122","48,272","112,631","39,120"
312 - SYNCOPE & COLLAPSE,260183,ST FRANCIS MEDICAL CENTER,211 ST FRANCIS DR,CAPE GIRARDEAU,MO,63703,MO - Cape Girardeau,65,"22,884.72","4,415.38","3,342.23",40,MO,29,"218,737","67,102","234,572","54,658"
948 - SIGNS & SYMPTOMS W/O MCC,270017,ST JAMES HEALTHCARE,400 S CLARK ST,BUTTE,MT,59701,MT - Missoula,12,"15,545.75","4,930.00","3,903.00",40,MT,30,"36,441","13,874","36,595","10,462"
312 - SYNCOPE & COLLAPSE,280061,REGIONAL WEST MEDICAL CENTER,4021 AVE B,SCOTTSBLUFF,NE,69361,CO - Denver,24,"15,800.83","5,533.29","4,217.25",40,NE,31,"76,596","17,300","77,384","14,400"
312 - SYNCOPE & COLLAPSE,290032,NORTHERN NEVADA MEDICAL CENTER,2375 PRATER WAY,SPARKS,NV,89434,NV - Reno,13,"28,692.15","4,217.30","3,523.15",40,NV,32,"85,375","38,905","90,251","32,242"
312 - SYNCOPE & COLLAPSE,300012,ELLIOT HOSPITAL,1 ELLIOT WAY,MANCHESTER,NH,3103,NH - Manchester,53,"12,256.75","4,614.49","3,636.24",40,NH,33,"53,219","10,318","54,275","8,319"
312 - SYNCOPE & COLLAPSE,310110,ROBERT WOOD JOHNSON UNIVERSITY HOSPITAL HAMILTON,ONE HAMILTON HEALTH PLACE,HAMILTON,NJ,8690,PA - Philadelphia,137,"45,060.79","4,401.17","3,491.24",40,NJ,34,"314,748","82,206","319,177","61,452"
312 - SYNCOPE & COLLAPSE,320005,SAN JUAN REGIONAL MEDICAL CENTER,801 WEST MAPLE STREET,FARMINGTON,NM,87401,NM - Albuquerque,42,"16,835.76","5,516.11","4,291.04",40,NM,35,"69,903","33,233","73,194","26,623"
948 - SIGNS & SYMPTOMS W/O MCC,330340,SOUTHAMPTON HOSPITAL,240 MEETING HOUSE LANE,SOUTHAMPTON,NY,11968,NY - East Long Island,11,"18,023.54","5,292.27","4,677.72",40,NY,36,"816,499","159,157","863,164","115,886"
948 - SIGNS & SYMPTOMS W/O MCC,340141,NEW HANOVER REGIONAL MEDICAL CENTER,2131 S 17TH ST BOX 9000,WILMINGTON,NC,28402,NC - Wilmington,42,"11,122.61","4,834.90","3,917.50",40,NC,37,"343,969","122,072","370,747","97,720"
312 - SYNCOPE & COLLAPSE,350015,MEDCENTER ONE,300 N 7TH ST,BISMARCK,ND,58506,ND - Bismarck,13,"8,078.07","4,752.53","3,973.76",40,ND,38,"39,054","6,446","36,083","5,303"
948 - SIGNS & SYMPTOMS W/O MCC,360211,TRINITY MEDICAL CTR EAST&TRINITY MEDICAL CTR WEST,380 SUMMIT AVENUE,STEUBENVILLE,OH,43952,PA - Pittsburgh,14,"9,325.50","3,882.14","3,237.57",40,OH,39,"443,929","100,999","470,101","71,334"
948 - SIGNS & SYMPTOMS W/O MCC,370113,INTEGRIS GROVE HOSPITAL,1001 EAST 18TH STREET,GROVE,OK,74344,MO - Joplin,11,"8,597.36","4,004.00","2,756.09",40,OK,40,"130,796","58,477","138,372","48,006"
948 - SIGNS & SYMPTOMS W/O MCC,380021,TUALITY COMMUNITY HOSPITAL,335 SE 8TH AVENUE,HILLSBORO,OR,97123,OR - Portland,11,"12,623.36","4,562.09","3,947.54",40,OR,41,"140,917","40,669","144,999","33,178"
948 - SIGNS & SYMPTOMS W/O MCC,390263,LEHIGH VALLEY HOSPITAL - MUHLENBERG,2545 SCHOENERSVILLE ROAD,BETHLEHEM,PA,18017,PA - Allentown,30,"24,541.23","4,616.50","3,521.80",40,PA,42,"515,159","97,160","538,569","72,737"
918 - POISONING & TOXIC EFFECTS OF DRUGS W/O MCC,410009,KENT COUNTY MEMORIAL HOSPITAL,455 TOLL GATE RD,WARWICK,RI,2886,RI - Providence,19,"24,262.05","4,391.47","3,107.73",40,RI,44,"47,961","9,536","51,249","7,877"
948 - SIGNS & SYMPTOMS W/O MCC,420082,AIKEN REGIONAL MEDICAL CENTER,302 UNIVERSITY PARKWAY,AIKEN,SC,29801,GA - Augusta,40,"18,105.22","4,443.95","3,519.65",40,SC,45,"169,817","59,090","182,617","48,861"
918 - POISONING & TOXIC EFFECTS OF DRUGS W/O MCC,430016,AVERA MCKENNAN HOSPITAL & UNIVERSITY HEALTH CENTER,1325 S CLIFF AVE  PO BOX 5045,SIOUX FALLS,SD,57117,SD - Sioux Falls,18,"12,558.50","4,452.61","3,263.27",40,SD,46,"32,991","9,001","32,975","7,176"
948 - SIGNS & SYMPTOMS W/O MCC,440174,HAYWOOD PARK COMMUNITY HOSPITAL,2545 N WASHINGTON AVE,BROWNSVILLE,TN,38012,TN - Memphis,16,"7,253.87","4,937.00","4,162.75",40,TN,47,"232,905","72,655","254,420","54,176"
948 - SIGNS & SYMPTOMS W/O MCC,450869,DOCTORS HOSPITAL AT RENAISSANCE,5501 SOUTH MCCOLL,EDINBURG,TX,78539,TX - McAllen,23,"19,014.21","5,651.95","5,016.30",40,TX,48,"848,005","481,716","883,646","418,602"
948 - SIGNS & SYMPTOMS W/O MCC,460004,MCKAY DEE HOSPITAL CENTER,4401 HARRISON BOULEVARD,OGDEN,UT,84403,UT - Ogden,13,"10,112.61","4,005.15","3,047.30",40,UT,49,"130,500","33,241","135,511","28,261"
310 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W/O CC/MCC,470005,RUTLAND REGIONAL MEDICAL CENTER,160 ALLEN ST,RUTLAND,VT,5701,VT - Burlington,37,"10,066.08","4,582.67","3,729.48",40,VT,50,"30,716","3,406","29,822","2,458"
948 - SIGNS & SYMPTOMS W/O MCC,490113,SENTARA POTOMAC HOSPITAL,2300 OPITZ BOULEVARD,WOODBRIDGE,VA,22191,VA - Arlington,18,"9,566.94","4,387.38","3,697.38",40,VA,51,"301,299","80,062","326,920","65,758"
948 - SIGNS & SYMPTOMS W/O MCC,500088,VALLEY MEDICAL CENTER,400 S 43RD ST,RENTON,WA,98055,WA - Seattle,31,"17,054.93","5,261.06","4,217.61",40,WA,53,"251,603","76,275","257,711","59,789"
948 - SIGNS & SYMPTOMS W/O MCC,510046,PRINCETON COMMUNITY HOSPITAL,122 12TH STREET,PRINCETON,WV,24740,VA - Roanoke,34,"8,105.64","3,705.79","2,869.70",40,WV,54,"66,367","19,536","66,645","16,120"
948 - SIGNS & SYMPTOMS W/O MCC,520113,BAY AREA MED CTR,3100 SHORE DR,MARINETTE,WI,54143,WI - Green Bay,22,"11,789.36","4,114.00","3,346.54",40,WI,55,"230,742","47,132","239,958","34,092"
310 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W/O CC/MCC,530006,SHERIDAN MEMORIAL HOSPITAL,1401 W 5TH ST,SHERIDAN,WY,82801,MT - Billings,16,"21,232.31","5,957.00","5,116.06",40,WY,56,"22,681","6,610","21,497","5,044"
312 - SYNCOPE & COLLAPSE,10131,CRESTWOOD MEDICAL CENTER,ONE HOSPITAL DR SE,HUNTSVILLE,AL,35801,AL - Huntsville,28,"24,907.85","3,773.46","2,794.50",40,AL,1,"173,849","58,849","188,498","48,144"
310 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W/O CC/MCC,20006,MAT-SU REGIONAL MEDICAL CENTER,2500 SOUTH WOODWORTH LOOP,PALMER,AK,99645,AK - Anchorage,17,"20,121.29","7,804.52","4,169.41",40,AK,2,"26,917","12,275","25,692","8,152"
312 - SYNCOPE & COLLAPSE,30105,BANNER HEART HOSPITAL,6750 EAST BAYWOOD AVENUE,MESA,AZ,85206,AZ - Mesa,31,"15,155.09","4,138.00","3,266.77",40,AZ,4,"233,098","92,136","245,929","72,752"
312 - SYNCOPE & COLLAPSE,40071,JEFFERSON REGIONAL MEDICAL CENTER,1600 WEST 40TH AVENUE,PINE BLUFF,AR,71603,AR - Little Rock,54,"18,377.35","4,630.20","3,728.16",40,AR,5,"101,489","40,199","105,642","34,898"
948 - SIGNS & SYMPTOMS W/O MCC,50689,SAN RAMON REGIONAL MEDICAL CTR,6001 NORRIS CANYON ROAD,SAN RAMON,CA,94583,CA - Contra Costa County,11,"38,823.45","5,247.72","4,539.00",40,CA,6,"1,458,114","515,578","1,511,793","403,457"
948 - SIGNS & SYMPTOMS W/O MCC,60031,CENTURA HEALTH-PENROSE ST FRANCIS HEALTH SERVICES,2222 N NEVADA AVE,COLORADO SPRING,CO,80907,CO - Colorado Springs,66,"19,529.22","4,122.40","3,035.86",40,CO,8,"199,090","55,076","203,107","41,910"
948 - SIGNS & SYMPTOMS W/O MCC,70017,MIDSTATE MEDICAL CENTER,435 LEWIS AVE,MERIDEN,CT,6450,CT - New Haven,21,"14,697.38","4,657.71","3,695.04",40,CT,9,"145,369","25,759","149,262","17,433"
312 - SYNCOPE & COLLAPSE,90006,PROVIDENCE HOSPITAL,1150 VARNUM ST NE,WASHINGTON,DC,20017,DC - Washington,38,"16,279.10","6,026.23","5,284.86",40,DC,11,"31,771","3,712","42,265","2,042"
918 - POISONING & TOXIC EFFECTS OF DRUGS W/O MCC,80003,ST FRANCIS HOSPITAL,7TH AND CLAYTON STS,WILMINGTON,DE,19805,DE - Wilmington,11,"11,892.54","5,026.90","3,170.00",40,DE,10,"37,479","6,340","40,390","4,704"
948 - SIGNS & SYMPTOMS W/O MCC,100286,PHYSICIANS REGIONAL MEDICAL CENTER - PINE RIDGE,6101 PINE RIDGE ROAD,NAPLES,FL,34119,FL - Fort Myers,15,"24,653.13","3,781.00","2,886.06",40,FL,12,"580,489","289,512","624,879","235,730"
948 - SIGNS & SYMPTOMS W/O MCC,110168,REDMOND REGIONAL MEDICAL CENTER,501 REDMOND ROAD,ROME,GA,30165,GA - Rome,11,"24,880.27","3,703.90","3,295.18",40,GA,13,"332,222","150,431","365,087","127,014"
312 - SYNCOPE & COLLAPSE,120002,MAUI MEMORIAL MEDICAL CENTER,221 MAHALANI STREET,WAILUKU,HI,96793,HI - Honolulu,19,"23,013.57","9,104.31","8,157.78",40,HI,15,"52,312","7,891","53,557","5,430"
312 - SYNCOPE & COLLAPSE,130014,WEST VALLEY MEDICAL CENTER,1717 ARLINGTON STREET,CALDWELL,ID,83605,ID - Boise,13,"11,510.07","4,610.53","3,657.61",40,ID,16,"57,401","19,836","58,865","16,575"
948 - SIGNS & SYMPTOMS W/O MCC,140252,NORTHWEST COMMUNITY HOSPITAL,800 W CENTRAL ROAD,ARLINGTON HEIGH,IL,60005,IL - Evanston,53,"16,868.09","3,876.05","3,162.30",40,IL,17,"482,287","134,031","515,428","93,635"
948 - SIGNS & SYMPTOMS W/O MCC,150113,COMMUNITY HOSPITAL OF ANDERSON AND MADISON COUNTY,1515 N MADISON AVE,ANDERSON,IN,46011,IN - Indianapolis,17,"11,417.52","3,964.64","3,104.64",40,IN,18,"255,338","74,975","266,344","58,550"
948 - SIGNS & SYMPTOMS W/O MCC,160064,MERCY MEDICAL CENTER-NORTH IOWA,1000 FOURTH STREET SW,MASON CITY,IA,50401,IA - Mason City,26,"11,146.42","4,092.07","3,269.76",40,IA,19,"138,433","22,195","136,977","16,890"
948 - SIGNS & SYMPTOMS W/O MCC,170086,STORMONT-VAIL HEALTHCARE,1500 SW 10TH ST,TOPEKA,KS,66604,KS - Topeka,49,"16,778.48","4,215.24","3,220.79",40,KS,20,"118,714","29,476","117,297","24,395"
948 - SIGNS & SYMPTOMS W/O MCC,180106,"CLINTON COUNTY HOSPITAL, INC",723 BURKESVILLE ROAD,ALBANY,KY,42602,KY - Louisville,13,"7,982.23","4,293.30","3,862.84",40,KY,21,"160,136","47,577","167,401","38,585"
948 - SIGNS & SYMPTOMS W/O MCC,190102,"OUR LADY OF LOURDES REGIONAL MEDICAL CENTER, INC",4801 AMBASSADOR CAFFERY PARKWAY,LAFAYETTE,LA,70508,LA - Lafayette,16,"14,164.25","3,767.50","3,211.50",40,LA,22,"157,150","66,874","178,096","53,227"
948 - SIGNS & SYMPTOMS W/O MCC,200021,MID COAST HOSPITAL,123 MEDICAL CENTER DRIVE,BRUNSWICK,ME,4011,ME - Portland,11,"11,443.63","4,121.36","3,301.00",40,ME,23,"46,375","10,982","48,145","7,532"
948 - SIGNS & SYMPTOMS W/O MCC,210049,UPPER CHESAPEAKE MEDICAL CENTER,500 UPPER CHESAPEAKE DRIVE,BEL AIR,MD,21014,MD - Baltimore,42,"4,729.11","4,502.47","3,574.90",40,MD,24,"229,283","43,452","240,337","33,030"
312 - SYNCOPE & COLLAPSE,220116,TUFTS MEDICAL CENTER,800 WASHINGTON STREET,BOSTON,MA,2111,MA - Boston,80,"10,087.47","7,813.82","6,882.40",40,MA,25,"318,098","24,420","332,676","16,072"
312 - SYNCOPE & COLLAPSE,230239,CHIPPEWA COUNTY WAR MEMORIAL HOSPITAL,500 OSBORN BLVD,SAULT SAINTE MA,MI,49783,MI - Petoskey,16,"9,393.50","5,632.00","4,716.25",40,MI,26,"403,180","94,184","419,547","69,359"
312 - SYNCOPE & COLLAPSE,240100,SANFORD BEMIDJI MEDICAL CENTER,1300 ANNE ST NW,BEMIDJI,MN,56601,ND - Fargo/Moorhead MN,12,"12,637.75","4,519.91","3,579.25",40,MN,27,"217,254","36,302","222,793","25,112"
312 - SYNCOPE & COLLAPSE,250096,CROSSGATES RIVER OAKS HOSPITAL,350 CROSSGATES BLVD,BRANDON,MS,39042,MS - Jackson,32,"27,356.25","3,835.93","2,995.93",40,MS,28,"100,122","48,272","112,631","39,120"
312 - SYNCOPE & COLLAPSE,260180,CHRISTIAN HOSPITAL NORTHEAST,11133 DUNN ROAD,SAINT LOUIS,MO,63136,MO - St. Louis,86,"18,691.69","4,211.81","3,175.01",40,MO,29,"218,737","67,102","234,572","54,658"
948 - SIGNS & SYMPTOMS W/O MCC,270014,ST PATRICK HOSPITAL,500 W BROADWAY,MISSOULA,MT,59806,MT - Missoula,11,"13,230.72","3,843.36","3,128.81",40,MT,30,"36,441","13,874","36,595","10,462"
312 - SYNCOPE & COLLAPSE,280060,ALEGENT HEALTH BERGAN MERCY MEDICAL CENTER,7500 MERCY RD,OMAHA,NE,68124,NE - Omaha,29,"23,819.93","4,626.03","3,760.17",40,NE,31,"76,596","17,300","77,384","14,400"
312 - SYNCOPE & COLLAPSE,290022,DESERT SPRINGS HOSPITAL,2075 EAST FLAMINGO ROAD,LAS VEGAS,NV,89119,NV - Las Vegas,70,"29,950.54","4,627.67","3,683.78",40,NV,32,"85,375","38,905","90,251","32,242"
312 - SYNCOPE & COLLAPSE,300011,ST JOSEPH HOSPITAL,172 KINSLEY ST,NASHUA,NH,3060,NH - Manchester,41,"15,927.51","4,855.39","3,618.39",40,NH,33,"53,219","10,318","54,275","8,319"
312 - SYNCOPE & COLLAPSE,310108,JFK MEDICAL CTR - ANTHONY M. YELENCSICS COMMUNITY,65 JAMES STREET,EDISON,NJ,8818,NJ - New Brunswick,99,"42,450.27","5,306.05","4,428.07",40,NJ,34,"314,748","82,206","319,177","61,452"
312 - SYNCOPE & COLLAPSE,320004,GERALD CHAMPION REGIONAL MEDICAL CENTE,2669 NORTH SCENIC DRIVE,ALAMOGORDO,NM,88310,TX - El Paso,12,"12,796.33","5,646.91","4,714.25",40,NM,35,"69,903","33,233","73,194","26,623"
948 - SIGNS & SYMPTOMS W/O MCC,330332,ST JOSEPH HOSPITAL,4295 HEMPSTEAD TURNPIKE,BETHPAGE,NY,11714,NY - East Long Island,28,"17,277.89","5,240.57","3,430.14",40,NY,36,"816,499","159,157","863,164","115,886"
948 - SIGNS & SYMPTOMS W/O MCC,340131,CAROLINA EAST MEDICAL CENTER,2000 NEUSE BLVD,NEW BERN,NC,28560,NC - Greenville,23,"9,884.39","4,672.78","3,864.86",40,NC,37,"343,969","122,072","370,747","97,720"
312 - SYNCOPE & COLLAPSE,350011,SANFORD MEDICAL CENTER FARGO,801 BROADWAY NORTH,FARGO,ND,58122,ND - Fargo/Moorhead MN,37,"12,248.56","5,079.78","3,736.29",40,ND,38,"39,054","6,446","36,083","5,303"
948 - SIGNS & SYMPTOMS W/O MCC,360203,SOUTHEASTERN OHIO REGIONAL MEDICAL CENTER,1341 NORTH CLARK STREET,CAMBRIDGE,OH,43725,OH - Columbus,24,"9,071.91","4,637.16","4,032.00",40,OH,39,"443,929","100,999","470,101","71,334"
948 - SIGNS & SYMPTOMS W/O MCC,370106,INTEGRIS SOUTHWEST MEDICAL CENTER,4401 SOUTH WESTERN AVENUE,OKLAHOMA CITY,OK,73109,OK - Oklahoma City,26,"23,771.30","4,233.92","3,285.92",40,OK,40,"130,796","58,477","138,372","48,006"
948 - SIGNS & SYMPTOMS W/O MCC,380018,ROGUE VALLEY MEDICAL CENTER,2825 E BARNETT ROAD,MEDFORD,OR,97504,OR - Medford,17,"15,322.88","4,337.58","3,475.70",40,OR,41,"140,917","40,669","144,999","33,178"
948 - SIGNS & SYMPTOMS W/O MCC,390258,ST MARY MEDICAL CENTER,LANGHORNE-NEWTOWN RD,LANGHORNE,PA,19047,PA - Philadelphia,67,"21,675.40","3,980.70","3,290.20",40,PA,42,"515,159","97,160","538,569","72,737"
918 - POISONING & TOXIC EFFECTS OF DRUGS W/O MCC,410007,RHODE ISLAND HOSPITAL,593 EDDY STREET,PROVIDENCE,RI,2902,RI - Providence,49,"17,923.91","5,873.97","5,254.14",40,RI,44,"47,961","9,536","51,249","7,877"
948 - SIGNS & SYMPTOMS W/O MCC,420080,HILTON HEAD REGIONAL MEDICAL CENTER,25 HOSPITAL CENTER BLVD,HILTON HEAD ISL,SC,29925,GA - Savannah,18,"17,371.11","5,245.77","4,435.33",40,SC,45,"169,817","59,090","182,617","48,861"
310 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W/O CC/MCC,430095,AVERA HEART HOSPITAL OF SOUTH DAKOTA LLC,4500 W 69TH ST,SIOUX FALLS,SD,57108,SD - Sioux Falls,79,"11,043.84","3,226.45","2,295.02",40,SD,46,"32,991","9,001","32,975","7,176"
948 - SIGNS & SYMPTOMS W/O MCC,440173,PARKWEST MEDICAL CENTER,9352 PARK WEST BLVD,KNOXVILLE,TN,37923,TN - Knoxville,16,"9,060.50","3,503.18","2,497.06",40,TN,47,"232,905","72,655","254,420","54,176"
948 - SIGNS & SYMPTOMS W/O MCC,450844,METHODIST WILLOWBROOK HOSPITAL,18220 TOMBALL PARKWAY,HOUSTON,TX,77070,TX - Houston,22,"27,002.13","4,102.40","3,437.86",40,TX,48,"848,005","481,716","883,646","418,602"
948 - SIGNS & SYMPTOMS W/O MCC,460001,UTAH VALLEY REGIONAL MEDICAL CENTER,1034 NORTH 500 WEST,PROVO,UT,84604,UT - Provo,21,"12,671.00","4,129.80","3,271.90",40,UT,49,"130,500","33,241","135,511","28,261"
310 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W/O CC/MCC,470003,FLETCHER ALLEN HOSPITAL OF VERMONT,111 COLCHESTER AVE,BURLINGTON,VT,5401,VT - Burlington,98,"8,394.62","5,428.41","4,359.54",40,VT,50,"30,716","3,406","29,822","2,458"
948 - SIGNS & SYMPTOMS W/O MCC,490112,CJW MEDICAL CENTER,1401 JOHNSTON WILLIS DRIVE,RICHMOND,VA,23235,VA - Richmond,62,"32,302.59","4,350.75","3,151.01",40,VA,51,"301,299","80,062","326,920","65,758"
948 - SIGNS & SYMPTOMS W/O MCC,500079,MULTICARE GOOD SAMARITAN HOSPITAL,401 15TH AVENUE SE,PUYALLUP,WA,98372,WA - Tacoma,25,"27,692.32","5,013.84","3,817.84",40,WA,53,"251,603","76,275","257,711","59,789"
948 - SIGNS & SYMPTOMS W/O MCC,510030,DAVIS MEMORIAL HOSPITAL,PO BOX 1484,ELKINS,WV,26241,WV - Morgantown,17,"7,310.00","3,729.41","3,062.70",40,WV,54,"66,367","19,536","66,645","16,120"
948 - SIGNS & SYMPTOMS W/O MCC,520109,"MILE BLUFF MEDICAL CENTER, INC",1050 DIVISION ST,MAUSTON,WI,53948,WI - Madison,12,"11,961.41","4,619.00","3,775.33",40,WI,55,"230,742","47,132","239,958","34,092"
918 - POISONING & TOXIC EFFECTS OF DRUGS W/O MCC,530014,CHEYENNE REGIONAL MEDICAL CENTER,214 EAST 23RD STREET,CHEYENNE,WY,82001,CO - Fort Collins,20,"10,356.95","5,420.75","4,916.15",40,WY,56,"22,681","6,610","21,497","5,044"
312 - SYNCOPE & COLLAPSE,10118,VAUGHAN REG MED CENTER PARKWAY CAMPUS,1015 MEDICAL CENTER PARKWAY,SELMA,AL,36701,AL - Birmingham,18,"14,539.33","4,872.55","3,976.27",40,AL,1,"173,849","58,849","188,498","48,144"
310 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W/O CC/MCC,20001,PROVIDENCE ALASKA MEDICAL CENTER,BOX 196604,ANCHORAGE,AK,99519,AK - Anchorage,68,"19,690.26","6,249.29","3,881.79",40,AK,2,"26,917","12,275","25,692","8,152"
312 - SYNCOPE & COLLAPSE,30103,MAYO CLINIC HOSPITAL,5777 EAST MAYO BOULEVARD,PHOENIX,AZ,85054,AZ - Phoenix,51,"19,024.21","5,773.29","4,786.92",40,AZ,4,"233,098","92,136","245,929","72,752"
312 - SYNCOPE & COLLAPSE,40062,ST EDWARD MERCY MEDICAL CENTER,7301 ROGERS AVE,FORT SMITH,AR,72917,AR - Fort Smith,50,"15,949.50","3,830.88","2,800.70",40,AR,5,"101,489","40,199","105,642","34,898"
948 - SIGNS & SYMPTOMS W/O MCC,50678,ORANGE COAST MEMORIAL MEDICAL CENTER,9920 TALBERT AVENUE,FOUNTAIN VALLEY,CA,92708,CA - Orange County,11,"23,330.09","4,616.45","4,107.72",40,CA,6,"1,458,114","515,578","1,511,793","403,457"
948 - SIGNS & SYMPTOMS W/O MCC,60030,MCKEE MEDICAL CENTER,2000 BOISE AVE,LOVELAND,CO,80538,CO - Greeley,17,"18,456.47","3,853.29","3,058.00",40,CO,8,"199,090","55,076","203,107","41,910"
948 - SIGNS & SYMPTOMS W/O MCC,70016,SAINT MARYS HOSPITAL,56 FRANKLIN ST,WATERBURY,CT,6706,CT - New Haven,18,"10,573.66","5,929.88","4,497.38",40,CT,9,"145,369","25,759","149,262","17,433"
312 - SYNCOPE & COLLAPSE,90005,SIBLEY MEMORIAL HOSPITAL,5255 LOUGHBORO RD NW,WASHINGTON,DC,20016,DC - Washington,33,"13,868.78","4,202.84","3,323.57",40,DC,11,"31,771","3,712","42,265","2,042"
918 - POISONING & TOXIC EFFECTS OF DRUGS W/O MCC,80001,"CHRISTIANA CARE HEALTH SERVICES, INC.",4755 OGLETOWN-STANTON ROAD,NEWARK,DE,19718,DE - Wilmington,63,"10,404.74","4,971.30","3,895.12",40,DE,10,"37,479","6,340","40,390","4,704"
948 - SIGNS & SYMPTOMS W/O MCC,100281,MEMORIAL HOSPITAL WEST,703 N FLAMINGO RD,PEMBROKE PINES,FL,33028,FL - Miami,45,"34,861.46","4,349.28","3,574.42",40,FL,12,"580,489","289,512","624,879","235,730"
948 - SIGNS & SYMPTOMS W/O MCC,110165,SOUTHERN REGIONAL MEDICAL CENTER,"11 UPPER RIVERDALE ROAD, SW",RIVERDALE,GA,30274,GA - Atlanta,15,"18,373.13","4,662.06","4,041.60",40,GA,13,"332,222","150,431","365,087","127,014"
312 - SYNCOPE & COLLAPSE,120001,THE QUEENS MEDICAL CENTER,1301 PUNCHBOWL ST,HONOLULU,HI,96813,HI - Honolulu,38,"21,116.52","6,811.78","4,719.02",40,HI,15,"52,312","7,891","53,557","5,430"
